unidade,curso,ano,modalidade,chamada,nota_1,nota_2_1,nota_2_2,nota_final,nota_redacao,classificacao_carreira,classificacao_curso,redacao
FEA,Ciências Contábeis,2019,"Pretos, Pardos e Indígenas (PPI)",,51,55.0,39.17,502.78,26.5,4,,
FEA,Ciências Contábeis,2020,Escola Pública (EP),,48,68.0,34.17,518.33,38.0,30,,
FEA,Ciências Contábeis,2020,Ampla Concorrência (AC),,54,53.5,53.5,550.56,32.0,185,,
FEA,Ciências Contábeis,2020,Ampla Concorrência (AC),,57,65.0,39.17,558.33,39.5,173,,
FEA,Ciências Contábeis,2020,Ampla Concorrência (AC),,62,59.0,40.0,559.63,31.5,168,,
FEA,Ciências Contábeis,2020,Ampla Concorrência (AC),,56,62.0,45.0,564.07,36.0,157,,
FEA,Ciências Contábeis,2019,Ampla Concorrência (AC),,54,61.5,50.0,571.67,29.5,161,,
FEA,Ciências Contábeis,2020,Ampla Concorrência (AC),,53,70.0,43.33,574.07,43.0,141,,
FEA,Ciências Contábeis,2020,Ampla Concorrência (AC),,69,52.5,43.33,575.0,28.5,138,,
FEA,Ciências Contábeis,2019,Ampla Concorrência (AC),,64,56.5,45.0,575.37,26.0,152,,
FEA,Ciências Contábeis,2019,Ampla Concorrência (AC),,56,68.5,43.33,580.19,37.5,138,,
FEA,Ciências Contábeis,2020,Ampla Concorrência (AC),,59,65.5,43.33,581.3,33.0,121,,
FEA,Ciências Contábeis,2020,Ampla Concorrência (AC),,59,58.5,50.83,582.96,31.5,116,,
FEA,Ciências Contábeis,2019,Ampla Concorrência (AC),,50,65.0,55.0,585.2,33.5,126,,
FEA,Ciências Contábeis,2020,Ampla Concorrência (AC),,60,65.0,44.17,586.11,35.0,111,,
FEA,Ciências Contábeis,2020,Ampla Concorrência (AC),,70,58.5,40.0,587.59,28.0,108,,
FEA,Ciências Contábeis,2020,Ampla Concorrência (AC),,58,65.0,47.5,589.81,33.0,105,,
FEA,Ciências Contábeis,2019,Ampla Concorrência (AC),,54,73.0,45.0,593.33,38.0,109,,
FEA,Ciências Contábeis,2019,Ampla Concorrência (AC),,52,55.5,65.0,594.26,31.5,108,,
FEA,Ciências Contábeis,2020,Ampla Concorrência (AC),,61,60.5,50.83,597.04,32.0,96,,
FEA,Ciências Contábeis,2020,Ampla Concorrência (AC),,63,73.0,37.5,601.67,41.5,89,,
FEA,Ciências Contábeis,2020,Ampla Concorrência (AC),,59,72.0,43.33,602.96,46.5,88,,
FEA,Ciências Contábeis,2020,Ampla Concorrência (AC),,62,66.5,45.83,604.07,38.0,85,,
FEA,Ciências Contábeis,2020,Ampla Concorrência (AC),,69,61.0,44.17,606.11,28.5,82,,
FEA,Ciências Contábeis,2020,Ampla Concorrência (AC),,61,68.5,45.83,607.04,31.5,80,,
FEA,Ciências Contábeis,2020,Ampla Concorrência (AC),,70,55.5,49.17,608.15,33.5,77,,
FEA,Ciências Contábeis,2020,Ampla Concorrência (AC),,64,60.0,51.67,609.26,35.0,75,,
FEA,Ciências Contábeis,2019,Ampla Concorrência (AC),,70,78.0,70.83,755.37,44.5,4,,
FEARP,Ciências Contábeis,2020,Escola Pública (EP),,43,47.5,25.0,400.9259259,31.0,50,,
FEARP,Ciências Contábeis,2019,Ampla Concorrência (AC),,51,58.0,32.0,488.8888888999999,35.0,187,,
FEARP,Ciências Contábeis,2020,Ampla Concorrência (AC),,64,50.0,26.67,492.6037037,33.0,132,,
FEARP,Ciências Contábeis,2020,Ampla Concorrência (AC),,52,54.0,37.5,497.5925926,35.0,53,,
FEARP,Ciências Contábeis,2020,Ampla Concorrência (AC),,59,52.5,39.17,524.0851852,31.0,33,,
FEARP,Ciências Contábeis,2018,Ampla Concorrência (AC),,64,70.0,50.0,637.037037,30.0,249,,
ESALQ,Ciências dos Alimentos,2019,Escola Pública (EP),,43,50.0,25.0,409.25925930000005,26.5,3,,
ESALQ,Ciências dos Alimentos,2020,Ampla Concorrência (AC),,41,42.5,39.17,424.0851852,29.5,11,,
ESALQ,Ciências dos Alimentos,2020,Ampla Concorrência (AC),,43,44.5,37.5,432.5925926,33.0,9,,
ESALQ,Ciências Econômicas,2020,"Pretos, Pardos e Indígenas (PPI)",,39,52.0,23.33,395.5444444,32.0,6,,
ESALQ,Ciências Econômicas,2020,Escola Pública (EP),,58,56.0,36.67,523.7148148,26.5,1,,
ESALQ,Ciências Econômicas,2020,Ampla Concorrência (AC),,61,51.5,45.83,550.3592593,27.0,13,,
ESALQ,Ciências Econômicas,2020,Ampla Concorrência (AC),,64,64.7,50.0,619.3703704,35.0,9,,
ESALQ,Ciências Econômicas,2020,Ampla Concorrência (AC),,51,92.5,40.0,630.5555555999999,35.0,30,,
ESALQ,Ciências Econômicas,2020,Ampla Concorrência (AC),,63,77.5,51.67,663.9,43.0,2,,
FFLCH,Ciências Sociais,0,"Pretos, Pardos e Indígenas (PPI)",,40,51.5,28.33,414.2481481,31.5,10,,
FFLCH,Ciências Sociais,2020,Escola Pública (EP),,47,47.0,46.67,486.3074074,28.0,21,,
FFLCH,Ciências Sociais,2020,Escola Pública (EP),,47,63.0,32.0,490.7407407,39.0,16,,
FFLCH,Ciências Sociais,0,Escola Pública (EP),,52,49.0,40.83,492.0259259,30.0,19,,
FFLCH,Ciências Sociais,0,Escola Pública (EP),,48,63.0,38.33,515.5444444,38.0,7,,
FFLCH,Ciências Sociais,2020,Ampla Concorrência (AC),,47,67.0,40.0,530.7407407,43.0,119,,
FFLCH,Ciências Sociais,2020,Ampla Concorrência (AC),,49,61.5,44.17,533.7148148,39.5,114,,
FFLCH,Ciências Sociais,2020,Ampla Concorrência (AC),,55,61.0,38.33,534.8037036999999,35.0,112,,
FFLCH,Ciências Sociais,0,Ampla Concorrência (AC),,60,54.0,40.0,535.5555555999999,30.0,110,,
FFLCH,Ciências Sociais,2020,Ampla Concorrência (AC),,50,66.17,39.17,536.3185185,40.67,109,,
FFLCH,Ciências Sociais,0,Ampla Concorrência (AC),,53,61.0,44.17,546.862963,33.5,95,,
FFLCH,Ciências Sociais,2020,AC ,,51,58.0,50.0,548.8888889,25.0,88,,
FFLCH,Ciências Sociais,2020,Ampla Concorrência (AC),,53,65.0,45.0,562.962963,39.5,66,,
FFLCH,Ciências Sociais,0,Ampla Concorrência (AC),,49,68.0,47.5,566.4814815000001,40.0,60,,
FFLCH,Ciências Sociais,2020,Ampla Concorrência (AC),,54,65.0,45.0,566.6666667000001,40.0,59,,
FFLCH,Ciências Sociais,0,Ampla Concorrência (AC),,51,68.0,50.0,582.2222222,35.0,47,,
FFLCH,Ciências Sociais,0,Ampla Concorrência (AC),,59,65.0,45.83,587.9518519,34.5,42,,
FFLCH,Ciências Sociais,0,Ampla Concorrência (AC),,63,64.5,43.33,592.7666667000001,34.0,38,,
FFLCH,Ciências Sociais,0,Ampla Concorrência (AC),,61,59.5,50.83,593.6925926,38.0,35,,
FFLCH,Ciências Sociais,0,Ampla Concorrência (AC),,60,65.5,52.5,615.5555555999999,31.5,30,,
FFLCH,Ciências Sociais,2020,Ampla Concorrência (AC),,68,65.5,48.33,631.2851852000001,34.5,17,,
FFLCH,Ciências Sociais,2020,Ampla Concorrência (AC),,74,76.5,43.33,673.5074074,46.0,8,,
FFLCH,Ciências Sociais,0,Ampla Concorrência (AC),,58,74.5,74.5,711.4814815000001,41.5,6,,
ECA,Com. Social: Editoração,2020,Escola Pública (EP),,42,54.0,28.33,429.9888889,30.0,3,,
ECA,Com. Social: Editoração,2020,"Pretos, Pardos e Indígenas (PPI)",,49,57.17,40.83,508.14814810000007,37.67,1,,
ECA,Com. Social: Editoração,2020,Ampla Concorrência (AC),,54,65.5,55.0,601.6666667000001,38.0,3,,
ECA,Com. Social: Publicidade e Propaganda,2019,Ampla Concorrência (AC),,47,68.0,48.0,560.7407407000001,36.0,33,,
ECA,Com. Social: Publicidade e Propaganda,2019,Escola Pública (EP),,52,66.0,52.5,587.5925926,33.5,2,,
ECA,Com. Social: Publicidade e Propaganda,2020,Ampla Concorrência (AC),,64,61.5,45.0,592.037037,38.0,17,,
ECA,Com. Social: Publicidade e Propaganda,2019,Ampla Concorrência (AC),,58,71.0,42.5,593.1481481000001,37.0,14,,
ECA,Com. Social: Publicidade e Propaganda,2019,Ampla Concorrência (AC),,57,67.5,49.17,600.0111111,37.0,12,,
FAU,Design,2020,"Pretos, Pardos e Indígenas (PPI)",,54,56.0,49.17,550.5666667,39.0,2,,
FAU,Design,2020,Escola Pública (EP),,59,64.0,54.17,612.4185185,41.0,2,,
FAU,Design,2020,Escola Pública (EP),,64,65.5,47.5,613.7037037,37.0,1,,
FAU,Design,0,Ampla Concorrência (AC),,75,62.5,46.67,641.6777778,37.5,18,,
FAU,Design,0,Ampla Concorrência (AC),,64,75.0,52.5,662.037037,41.5,9,,
FAU,Design,0,Ampla Concorrência (AC),,64,66.0,62.5,665.3703704,35.0,8,,
FAU,Design,2020,Ampla Concorrência (AC),,66,64.5,65.0,676.1111111,37.0,7,,
FAU,Design,0,Ampla Concorrência (AC),,70,66.0,65.83,698.6925926,34.5,3,,
FAU,Design,2020,Escola Pública (EP),,55,70.5,40.0,572.04,47.0,6,,
FAU,Design,2020,Escola Pública (EP),,66,49.5,53.33,587.22,28.5,4,,
FAU,Design,2020,Escola Pública (EP),,58,62.5,62.5,589.81,34.5,3,,
FAU,Design,2020,Ampla Concorrência (AC),,78,46.0,60.0,642.22,28.5,17,,
FAU,Design,2020,Ampla Concorrência (AC),,60,67.5,60.0,647.22,31.5,16,,
FAU,Design,2020,Ampla Concorrência (AC),,63,63.0,61.67,648.89,36.0,15,,
FAU,Design,2020,Ampla Concorrência (AC),,73,51.0,64.17,654.26,26.5,13,,
FAU,Design,2020,Ampla Concorrência (AC),,60,70.0,60.0,655.56,38.0,12,,
FAU,Design,2020,Ampla Concorrência (AC),,62,66.5,61.67,656.85,33.5,11,,
FAU,Design,2020,Ampla Concorrência (AC),,65,59.67,71.67,678.52,30.67,6,,
FAU,Design,2020,Ampla Concorrência (AC),,64,76.0,56.67,679.26,41.0,5,,
FAU,Design,2020,Ampla Concorrência (AC),,62,75.5,60.83,684.07,43.5,4,,
FAU,Design,2020,Ampla Concorrência (AC),,72,72.5,70.0,741.67,35.0,2,,
FAU,Design,2020,Ampla Concorrência (AC),,78,63.0,75.83,751.67,44.5,1,,
FD,Direito,2020,Ampla Concorrência (AC),,74,66.0,46.67,649.6407407,37.5,223,,
FD,Direito Matutino,2020,"Pretos, Pardos e Indígenas (PPI)",,48,58.5,35.0,489.44,35.0,20,,
FD,Direito Matutino,2020,"Pretos, Pardos e Indígenas (PPI)",,49,61.5,61.5,497.59,35.0,18,,
FD,Direito Matutino,2020,"Pretos, Pardos e Indígenas (PPI)",,54,56.0,35.0,503.33,31.5,14,,
FD,Direito Matutino,2020,"Pretos, Pardos e Indígenas (PPI)",,55,64.5,33.33,529.81,34.5,8,,
FD,Direito Matutino,2020,"Pretos, Pardos e Indígenas (PPI)",,58,61.5,43.33,564.26,38.5,4,,
FD,Direito Matutino,2020,"Pretos, Pardos e Indígenas (PPI)",,61,68.5,68.5,570.93,41.5,3,,
FD,Direito Matutino,2020,Escola Pública (EP),,58,57.67,51.67,579.26,34.67,40,,
FD,Direito Matutino,2020,Escola Pública (EP),,63,60.0,44.17,580.56,41.0,39,,
FD,Direito Matutino,2020,Escola Pública (EP),,51,66.0,55.83,595.0,33.0,31,,
FD,Direito Matutino,2020,Escola Pública (EP),,56,78.0,40.83,603.52,48.5,26,,
FD,Direito Matutino,2020,Ampla Concorrência (AC),,58,73.5,49.17,623.7,44.5,366,,
FD,Direito Matutino,2020,Ampla Concorrência (AC),,68,67.0,55.0,658.52,36.5,182,,
FD,Direito Matutino,2020,Ampla Concorrência (AC),,68,68.5,55.0,663.0,39.5,158,,
FD,Direito Matutino,2020,Ampla Concorrência (AC),,62,72.0,58.33,664.07,38.0,155,,
FD,Direito Matutino,2020,Ampla Concorrência (AC),,72,68.5,50.83,664.44,38.0,153,,
FD,Direito Matutino,2020,Ampla Concorrência (AC),,64,71.0,58.33,668.15,42.0,142,,
FD,Direito Matutino,2020,Ampla Concorrência (AC),,67,78.0,48.33,669.26,43.0,138,,
FD,Direito Matutino,2020,Ampla Concorrência (AC),,74,64.5,54.17,669.63,44.5,137,,
FD,Direito Matutino,2020,Ampla Concorrência (AC),,66,83.5,44.17,670.0,46.5,135,,
FD,Direito Matutino,2020,Ampla Concorrência (AC),,73,67.5,67.5,675.93,36.5,119,,
FD,Direito Matutino,2020,Ampla Concorrência (AC),,65,72.5,58.33,676.85,38.5,110,,
FD,Direito Matutino,2020,Ampla Concorrência (AC),,66,75.0,55.0,677.0,42.0,111,,
FD,Direito Matutino,2020,Ampla Concorrência (AC),,63,79.5,54.17,678.89,41.0,106,,
FD,Direito Matutino,2020,Ampla Concorrência (AC),,67,71.0,58.33,679.26,38.5,105,,
FD,Direito Matutino,2020,Ampla Concorrência (AC),,67,75.5,55.0,683.15,43.0,95,,
FD,Direito Matutino,2020,Ampla Concorrência (AC),,76,64.0,56.67,683.7,35.0,94,,
FD,Direito Matutino,2020,Ampla Concorrência (AC),,71,67.5,59.17,685.19,43.5,91,,
FD,Direito Matutino,2020,Ampla Concorrência (AC),,64,74.5,60.0,685.37,46.5,90,,
FD,Direito Matutino,2020,Ampla Concorrência (AC),,64,70.0,65.0,687.04,44.5,86,,
FD,Direito Matutino,2020,Ampla Concorrência (AC),,61,81.0,57.5,687.59,46.0,83,,
FD,Direito Matutino,2020,Ampla Concorrência (AC),,69,75.5,54.17,687.78,41.5,82,,
FD,Direito Matutino,2020,Ampla Concorrência (AC),,61,82.83,55.83,688.15,43.33,81,,
FD,Direito Matutino,2020,Ampla Concorrência (AC),,68,78.5,52.5,688.52,43.0,79,,
FD,Direito Matutino,2020,Ampla Concorrência (AC),,70,75.0,54.17,689.81,45.0,76,,
FD,Direito Matutino,2020,Ampla Concorrência (AC),,76,65.5,57.5,691.48,33.0,71,,
FD,Direito Matutino,2020,Escola Pública (EP),,72,70.5,57.5,693.33,38.0,1,,
FD,Direito Matutino,2020,Ampla Concorrência (AC),,78,60.0,62.5,697.22,36.5,59,,
FD,Direito Matutino,2020,Ampla Concorrência (AC),,77,67.0,56.67,697.41,38.0,58,,
FD,Direito Matutino,2020,Ampla Concorrência (AC),,74,67.5,60.0,699.07,40.0,57,,
FD,Direito Matutino,2020,Ampla Concorrência (AC),,72,74.5,55.83,701.11,41.0,55,,
FD,Direito Matutino,2020,Ampla Concorrência (AC),,68,70.5,65.83,706.3,37.5,47,,
FD,Direito Matutino,2020,Ampla Concorrência (AC),,74,73.0,56.67,706.3,41.5,48,,
FD,Direito Matutino,2020,Ampla Concorrência (AC),,68,70.5,65.83,706.3,37.5,49,,
FD,Direito Matutino,2020,Ampla Concorrência (AC),,71,77.5,55.83,707.41,45.0,44,,
FD,Direito Matutino,2020,Ampla Concorrência (AC),,70,67.0,67.5,707.59,36.5,43,,
FD,Direito Matutino,2020,Ampla Concorrência (AC),,78,67.5,58.33,708.33,34.5,39,,
FD,Direito Matutino,2020,Ampla Concorrência (AC),,70,80.0,55.83,712.04,48.0,34,,
FD,Direito Matutino,2020,Ampla Concorrência (AC),,63,79.5,65.83,717.78,46.5,31,,
FD,Direito Matutino,2020,Ampla Concorrência (AC),,81,68.5,57.5,720.0,35.0,29,,
FD,Direito Matutino,2020,Ampla Concorrência (AC),,76,74.5,58.33,724.26,40.0,26,,
FD,Direito Matutino,2020,Ampla Concorrência (AC),,67,70.5,73.33,727.59,38.0,23,,
FD,Direito Matutino,2020,Ampla Concorrência (AC),,74,81.5,55.83,731.85,43.0,20,,
FD,Direito Matutino,2020,Ampla Concorrência (AC),,72,68.5,76.67,750.56,39.5,12,,
FD,Direito Matutino,2020,Ampla Concorrência (AC),,79,70.5,68.33,755.37,38.5,11,,
FD,Direito Matutino,2020,Ampla Concorrência (AC),,73,82.5,63.33,756.48,46.5,8,,
FD,Direito Matutino,2020,Ampla Concorrência (AC),,78,79.5,64.17,767.78,50.0,5,,
FD,Direito Matutino,2020,Ampla Concorrência (AC),,83,77.0,61.67,769.63,43.0,4,,
FD,Direito Matutino,2020,Ampla Concorrência (AC),,74,75.5,74.17,772.96,44.0,3,,
FD,Direito Matutino,2020,Escola Pública (EP),,67,64.0,43.33,605.93,37.0,23,,
FD,Direito Matutino,2020,Escola Pública (EP),,72,62.5,41.67,613.89,33.0,20,,
FD,Direito Matutino,2020,Ampla Concorrência (AC),,70,77.5,51.67,689.81,50.0,75,,
FD,Direito Matutino,2020,Ampla Concorrência (AC),,64,82.0,55.0,693.7,43.5,68,,
FD,Direito Matutino,2020,Ampla Concorrência (AC),,74,71.0,55.0,694.07,43.5,64,,
FD,Direito Matutino,2020,Ampla Concorrência (AC),,80,68.5,58.33,719.07,35.0,30,,
FD,Direito Noturno,2020,"Pretos, Pardos e Indígenas (PPI)",,54,53.0,32.5,485.0,33.0,23,,
FD,Direito Noturno,2020,Escola Pública (EP),,53,65.5,28.33,509.07,45.0,6,,
FD,Direito Noturno,2020,"Pretos, Pardos e Indígenas (PPI)",,51,67.0,34.17,526.11,38.5,10,,
FD,Direito Noturno,2020,Escola Pública (EP),,54,63.0,45.5,551.67,38.0,67,,
FD,Direito Noturno,2020,Escola Pública (EP),,56,63.5,45.0,569.07,34.5,50,,
FD,Direito Noturno,2020,Escola Pública (EP),,62,67.5,39.17,585.19,38.5,36,,
FD,Direito Noturno,2020,Escola Pública (EP),,70,57.5,43.33,595.37,31.5,29,,
FD,Direito Noturno,2020,Escola Pública (EP),,66,66.0,48.0,610.0,35.0,20,,
FD,Direito Noturno,2020,Escola Pública (EP),,55,67.0,57.5,618.7,28.0,16,,
FD,Direito Noturno,2020,Ampla Concorrência (AC),,61,72.0,52.5,640.93,43.0,264,,
FD,Direito Noturno,2020,Ampla Concorrência (AC),,70,67.0,47.5,640.93,33.0,266,,
FD,Direito Noturno,2020,Ampla Concorrência (AC),,58,78.0,50.0,641.48,43.0,268,,
FD,Direito Noturno,2020,Ampla Concorrência (AC),,71,64.0,50.0,642.96,36.5,256,,
FD,Direito Noturno,2020,Ampla Concorrência (AC),,61,56.0,69.17,643.15,27.0,254,,
FD,Direito Noturno,2020,Ampla Concorrência (AC),,61,74.5,50.83,643.7,40.0,250,,
FD,Direito Noturno,2020,Ampla Concorrência (AC),,69,69.0,48.33,646.67,38.0,236,,
FD,Direito Noturno,2020,Ampla Concorrência (AC),,66,85.0,44.17,648.33,46.5,223,,
FD,Direito Noturno,2020,Ampla Concorrência (AC),,72,73.0,41.67,648.89,38.0,220,,
FD,Direito Noturno,2020,Ampla Concorrência (AC),,58,70.5,60.0,649.81,40.0,215,,
FD,Direito Noturno,2020,Ampla Concorrência (AC),,61,79.0,48.33,650.37,43.0,214,,
FD,Direito Noturno,2020,Ampla Concorrência (AC),,70,68.5,49.17,651.48,38.5,212,,
FD,Direito Noturno,2020,Ampla Concorrência (AC),,59,79.5,50.83,652.96,47.0,204,,
FD,Direito Noturno,2020,Ampla Concorrência (AC),,75,56.0,56.67,653.33,30.0,201,,
FD,Direito Noturno,2020,Ampla Concorrência (AC),,71,68.0,49.1,653.52,34.5,200,,
FD,Direito Noturno,2020,Ampla Concorrência (AC),,66,73.0,50.0,654.44,41.0,197,,
FD,Direito Noturno,2020,Ampla Concorrência (AC),,75,60.0,53.33,655.56,35.0,194,,
FD,Direito Noturno,2020,Ampla Concorrência (AC),,63,72.0,55.0,656.67,41.5,189,,
FD,Direito Noturno,2020,Ampla Concorrência (AC),,65,72.0,53.33,658.52,36.5,181,,
FD,Direito Noturno,2020,Ampla Concorrência (AC),,68,67.0,55.0,658.52,36.5,182,,
FD,Direito Noturno,2020,Ampla Concorrência (AC),,60,78.0,53.33,660.0,45.0,177,,
FD,Direito Noturno,2020,Ampla Concorrência (AC),,69,68.17,53.33,660.56,36.67,176,,
FD,Direito Noturno,2020,Ampla Concorrência (AC),,63,78.5,50.0,661.67,43.0,171,,
FD,Direito Noturno,2020,Ampla Concorrência (AC),,65,70.5,55.83,661.85,39.5,168,,
FD,Direito Noturno,2020,Ampla Concorrência (AC),,74,60.5,55.83,661.85,31.0,170,,
FD,Direito Noturno,2020,Ampla Concorrência (AC),,66,78.0,47.5,662.78,43.0,163,,
FD,Direito Noturno,2020,Ampla Concorrência (AC),,63,73.0,73.0,662.78,35.0,164,,
FD,Direito Noturno,2020,Ampla Concorrência (AC),,71,67.5,52.5,662.96,41.5,161,,
FD,Direito Noturno,2020,Ampla Concorrência (AC),,67,73.5,51.67,665.37,44.5,151,,
FD,Direito Noturno,2020,Ampla Concorrência (AC),,67,72.5,53.33,667.59,38.0,146,,
FD,Direito Noturno,2020,Ampla Concorrência (AC),,74,64.0,55.0,670.74,34.5,134,,
FD,Direito Noturno,2020,Ampla Concorrência (AC),,62,72.5,60.0,671.3,39.0,129,,
FD,Direito Noturno,2020,Ampla Concorrência (AC),,66,75.0,53.33,672.22,44.5,126,,
FD,Direito Noturno,2020,Ampla Concorrência (AC),,66,73.5,58.33,683.89,39.5,94,,
FD,Direito Noturno,2020,Ampla Concorrência (AC),,70,68.5,61.67,693.15,36.0,69,,
FD,Direito Noturno,2020,Ampla Concorrência (AC),,69,72.83,59.17,695.56,39.33,63,,
FD,Direito Noturno,2020,Ampla Concorrência (AC),,75,77.5,50.83,705.56,40.0,50,,
FD,Direito Noturno,2020,Ampla Concorrência (AC),,76,70.5,62.5,724.81,39.5,25,,
FD,Direito Noturno,2020,Ampla Concorrência (AC),,66,89.67,58.33,737.78,44.67,17,,
FD,Direito Noturno,2020,Ampla Concorrência (AC),,76,75.0,64.17,745.37,44.5,14,,
FD,Direito Noturno,2020,Ampla Concorrência (AC),,77,71.5,66.67,745.74,39.5,13,,
FEARP,Economia,2020,Escola Pública (EP),,51,48.0,30.0,448.8888888999999,30.0,16,,
FEARP,Economia,2020,Ampla Concorrência (AC),,58,64.0,36.7,550.4814815000001,38.5,42,,
FEARP,Economia,2020,Ampla Concorrência (AC),,61,58.5,42.5,562.5925926,36.5,34,,
FEA,Economia Diurno,2020,"Pretos, Pardos e Indígenas (PPI)",,53,57.5,39.17,518.52,32.0,10,,
FEA,Economia Diurno,2020,"Pretos, Pardos e Indígenas (PPI)",,64,38.0,51.67,535.93,17.0,5,,
FEA,Economia Diurno,2019,"Pretos, Pardos e Indígenas (PPI)",,50,60.0,53.33,562.96,31.5,3,,
FEA,Economia Diurno,2020,Escola Pública (EP),,60,64.0,50.83,605.0,39.0,8,,
FEA,Economia Diurno,2020,Ampla Concorrência (AC),,68,61.0,48.33,616.3,33.5,182,,
FEA,Economia Diurno,2020,Ampla Concorrência (AC),,59,65.5,55.0,620.19,33.0,169,,
FEA,Economia Diurno,2020,Escola Pública (EP),,63,65.0,53.33,627.7,38.0,3,,
FEA,Economia Diurno,2019,"Pretos, Pardos e Indígenas (PPI)",,54,79.0,58.0,657.0,45.0,1,,
FEA,Economia Diurno,2020,Ampla Concorrência (AC),,62,76.5,52.5,659.63,41.5,68,,
FEA,Economia Diurno,2020,Ampla Concorrência (AC),,70,64.5,55.83,660.37,34.5,66,,
FEA,Economia Diurno,2020,Ampla Concorrência (AC),,72,68.5,50.83,664.44,41.5,61,,
FEA,Economia Diurno,2020,Ampla Concorrência (AC),,66,75.0,51.67,666.67,38.0,56,,
FEA,Economia Diurno,2020,Ampla Concorrência (AC),,71,69.0,53.0,670.74,39.5,54,,
FEA,Economia Diurno,2020,Escola Pública (EP),,63,70.5,60.83,671.11,41.5,1,,
FEA,Economia Diurno,2020,Ampla Concorrência (AC),,62,83.33,49.17,671.3,43.33,53,,
FEA,Economia Diurno,2019,Ampla Concorrência (AC),,69,73.0,52.5,673.89,34.0,77,,
FEA,Economia Diurno,2020,Ampla Concorrência (AC),,65,72.5,57.5,674.07,39.0,50,,
FEA,Economia Diurno,2020,Ampla Concorrência (AC),,74,77.0,43.33,675.19,41.5,49,,
FEA,Economia Diurno,2020,Ampla Concorrência (AC),,73,67.5,55.0,678.7,33.0,46,,
FEA,Economia Diurno,2020,Ampla Concorrência (AC),,73,70.5,52.5,680.37,39.5,44,,
FEA,Economia Diurno,2019,Ampla Concorrência (AC),,63,75.0,60.83,686.11,44.0,57,,
FEA,Economia Diurno,2020,Ampla Concorrência (AC),,67,79.0,52.5,686.48,50.0,37,,
FEA,Economia Diurno,2020,Ampla Concorrência (AC),,70,70.5,58.33,688.7,32.0,35,,
FEA,Economia Diurno,2020,Ampla Concorrência (AC),,72,71.5,56.67,693.89,40.0,30,,
FEA,Economia Diurno,2020,Ampla Concorrência (AC),,69,72.5,59.17,694.0,40.0,29,,
FEA,Economia Diurno,2020,Ampla Concorrência (AC),,68,72.0,60.83,694.63,38.0,27,,
FEA,Economia Diurno,2020,Ampla Concorrência (AC),,70,77.5,53.33,695.37,38.5,26,,
FEA,Economia Diurno,2020,Ampla Concorrência (AC),,77,66.5,56.67,695.74,34.5,25,,
FEA,Economia Diurno,2020,Ampla Concorrência (AC),,71,72.5,57.5,696.3,37.0,24,,
FEA,Economia Diurno,2020,Ampla Concorrência (AC),,72,71.5,57.5,696.67,44.5,23,,
FEA,Economia Diurno,2020,Ampla Concorrência (AC),,70,74.0,59.17,703.15,39.5,21,,
FEA,Economia Diurno,2019,Ampla Concorrência (AC),,63,78.0,63.33,704.44,36.5,38,,
FEA,Economia Diurno,2019,Ampla Concorrência (AC),,64,70.5,70.0,705.37,38.0,36,,
FEA,Economia Diurno,2020,Ampla Concorrência (AC),,73,68.0,62.5,705.37,38.0,19,,
FEA,Economia Diurno,2020,Ampla Concorrência (AC),,68,79.0,57.0,706.85,48.0,17,,
FEA,Economia Diurno,2019,Ampla Concorrência (AC),,67,70.0,70.0,714.0,33.0,27,,
FEA,Economia Diurno,2020,Ampla Concorrência (AC),,84,65.5,55.83,715.56,38.0,16,,
FEA,Economia Diurno,2019,Ampla Concorrência (AC),,63,73.17,71.67,716.11,37.67,28,,
FEA,Economia Diurno,2020,Ampla Concorrência (AC),,67,76.0,66.0,725.0,40.0,14,,
FEA,Economia Diurno,2020,Ampla Concorrência (AC),,66,78.5,66.67,728.33,45.0,13,,
FEA,Economia Diurno,2020,Ampla Concorrência (AC),,70,77.0,64.17,729.81,43.5,11,,
FEA,Economia Diurno,2020,Ampla Concorrência (AC),,70,81.0,60.83,732.04,45.0,10,,
FEA,Economia Diurno,2020,Ampla Concorrência (AC),,76,76.5,60.0,736.48,39.5,8,,
FEA,Economia Diurno,2019,Ampla Concorrência (AC),,64,79.5,70.83,738.15,46.0,10,,
FEA,Economia Diurno,2020,Ampla Concorrência (AC),,69,80.0,65.0,738.89,48.5,7,,
